,Timestamp,Open,High,Low,Close,PCT_RETURN,LOG_RETURNS,CUM_LOG_RETURNS,Base Volume LINK,Quote Volume USD,HULL_55,HULL_180,HULL_55_TREND,HULL_180_TREND,SMA_20,SMA_50,SMA_100,SMA_200,SMA_Short_Term_Trend,SMA_Long_Term_Trend,SMA_Trend_Strength,EMA_20,EMA_50,EMA_100,EMA_200,EMA_Short_Term_Trend,EMA_Long_Term_Trend,EMA_Trend_Strength
209,2023-03-31,7.234,7.674,7.227,7.591,4.964048672566368,0.04844771194475575,0.10111013132587807,1451285.67,"11,016,709.52",6.989332604961177,7.2085203275316685,Bull,Bull,7.08835,7.130940000000001,6.80342,6.955920000000001,Bear,Bull,Neutral,7.142771895992059,7.0595885979686726,6.974843389556678,6.9323978147513134,Bull,Bull,Neutral
210,2023-04-01,7.592,7.637,7.439,7.55,-0.5401132920563878,-0.005415771773697874,0.0956943595521802,794164.73,"5,995,943.71",7.041828432282005,7.223883484170091,Bull,Bull,7.135600000000001,7.14408,6.8188699999999995,6.958545,Bear,Bull,Neutral,7.181555524945196,7.078820417656176,6.986232629367437,6.938543110126923,Bull,Bull,Neutral
211,2023-04-02,7.549,7.55,7.198,7.26,-3.8410596026490107,-0.039167734424228655,0.05652662512795154,738791.47,"5,363,626.07",7.0928414837146985,7.2384527648587085,Bull,Bull,7.1591499999999995,7.14918,6.832090000000001,6.957555,Bull,Bull,Neutral,7.189026427331368,7.085925499316717,6.991653765419566,6.94174168614556,Bull,Bull,Neutral
212,2023-04-03,7.262,7.441,7.031,7.244,-0.22038567493113392,-0.002206288815537817,0.054320336312413724,1607474.49,"11,644,545.21",7.141623867931011,7.252075717717209,Bull,Bull,7.17215,7.15782,6.8453800000000005,6.95596,Bull,Bull,Neutral,7.194262005680761,7.092124499343513,6.9966507205597726,6.944749231557047,Bull,Bull,Neutral
213,2023-04-04,7.247,7.48,7.202,7.373,1.780784097183874,0.017651138986346557,0.07197147529876027,1135100.84,"8,369,098.49",7.18995606060606,7.265402459074665,Bull,Bull,7.212249999999999,7.17168,6.859210000000001,6.95455,Bull,Bull,Neutral,7.2112846718064025,7.103139224859454,7.004103181538786,6.949010433233097,Bull,Bull,Weak
214,2023-04-05,7.375,7.611,7.217,7.322,-0.6917130069171273,-0.006941164309469037,0.06503031098929124,1400415.54,"10,253,842.58",7.234178710575139,7.278125336987366,Bull,Bull,7.244449999999999,7.18188,6.871950000000001,6.950709999999999,Bull,Bull,Neutral,7.221828988777221,7.1117220003551616,7.010398168042968,6.952721772205902,Bull,Bull,Weak
215,2023-04-06,7.324,7.337,7.12,7.203,-1.6252390057361343,-0.016385908790818568,0.04864440219847267,810647.55,"5,839,094.30",7.27043029100529,7.289784982418873,Bull,Bull,7.243550000000001,7.18028,6.8849800000000005,6.949110000000001,Bull,Bull,Neutral,7.220035751750819,7.1153015297529985,7.014212065705484,6.9552121028307194,Bull,Bull,Weak
216,2023-04-07,7.202,7.314,7.112,7.273,0.971817298347899,0.009671255265177672,0.05831565746365035,575996.89,"4,189,225.38",7.30024538411324,7.300712971864785,Bull,Bull,7.260249999999999,7.185440000000001,6.90099,6.948995,Bull,Bull,Neutral,7.225079965869789,7.1214857834881755,7.019336579255871,6.958374171459269,Bull,Bull,Neutral
217,2023-04-08,7.274,7.299,7.094,7.135,-1.8974288464182587,-0.0191566102436039,0.03915904722004645,425417.48,"3,035,353.72",7.32068143767608,7.310198140135892,Bull,Bull,7.261950000000001,7.175160000000001,6.91636,6.95025,Bull,Bull,Neutral,7.216500921501237,7.122015752763149,7.021626944023081,6.960131642390023,Bull,Bull,Neutral
218,2023-04-09,7.134,7.26,7.054,7.206,0.9950946040644837,0.009901761397101876,0.04906080861714832,574100.78,"4,136,970.22",7.33553936817151,7.318649682518185,Bull,Bull,7.2684,7.15952,6.9337,6.952869999999999,Bull,Bull,Neutral,7.215500833739214,7.125309252654791,7.0252778956265844,6.962578093709525,Bull,Bull,Neutral
219,2023-04-10,7.205,7.381,7.137,7.348,1.970580072162087,0.019514155026977727,0.06857496364412605,892272.02,"6,556,414.80",7.3493146739503885,7.326648194892285,Bull,Bull,7.2658000000000005,7.146319999999999,6.95149,6.954005,Bull,Bull,Neutral,7.228119801954527,7.134042223138917,7.03166843234685,6.966413137553212,Bull,Bull,Neutral
220,2023-04-11,7.348,7.456,7.284,7.31,-0.5171475231355527,-0.005184893591192139,0.06339007005293391,1086194.4,"7,940,081.06",7.361148984745414,7.333903800545141,Bull,Bull,7.271499999999999,7.13214,6.9683,6.9533249999999995,Bull,Bull,Weak,7.235917916054096,7.140942528113861,7.037179948538001,6.969831912303927,Bull,Bull,Neutral
221,2023-04-12,7.311,7.376,7.109,7.235,-1.0259917920656503,-0.010312913678239818,0.053077156374694096,1400488.7,"10,132,535.74",7.369242855424998,7.340131418116083,Bull,Bull,7.2521,7.123959999999999,6.98376,6.951375,Bull,Bull,Weak,7.235830495477516,7.144631056423122,7.041097177279823,6.972470400738714,Bull,Bull,Neutral
222,2023-04-13,7.236,7.552,7.176,7.466,3.192812715964055,0.03142902040894483,0.08450617678363892,1404713.39,"10,487,590.17",7.380351041881399,7.346465479735759,Bull,Bull,7.265400000000001,7.11886,7.00219,6.94936,Bull,Bull,Weak,7.257751400670133,7.1572337600928035,7.049511094561411,6.977381143019921,Bull,Bull,Neutral
223,2023-04-14,7.466,7.91,7.465,7.751,3.817305116528269,0.03746248680698234,0.12196866359062125,3365895.62,"26,089,056.95",7.401571155431868,7.354336750846882,Bull,Bull,7.29885,7.11514,7.02163,6.9484,Bull,Bull,Weak,7.304727457749168,7.180518710677399,7.063401963976037,6.985078843089374,Bull,Bull,Weak
224,2023-04-15,7.752,8.092,7.621,8.015,3.406012127467428,0.03349291876214196,0.1554615823527632,2090861.86,"16,758,257.81",7.437732404830618,7.36495097811679,Bull,Bull,7.33635,7.126180000000001,7.04519,6.948204999999999,Bull,Bull,Weak,7.3723724617730575,7.213243467121423,7.082245489441858,6.995326814799928,Bull,Bull,Weak
225,2023-04-16,8.014,8.198,7.911,8.146,1.6344354335620759,0.01621222316470461,0.1716738055174678,1696283.76,"13,817,927.51",7.4884327715934855,7.378653926807681,Bull,Bull,7.399850000000001,7.141659999999999,7.06952,6.949985000000001,Bull,Bull,Moderate,7.446051274937528,7.249822154685289,7.103309935195484,7.00677629922978,Bull,Bull,Weak
226,2023-04-17,8.144,8.301,7.867,8.165,0.23324330959977324,0.002329717196207295,0.17400352271367509,3318441.82,"27,095,077.46",7.549934990208205,7.39520128816333,Bull,Bull,7.4604,7.15498,7.09289,6.951305,Bull,Bull,Moderate,7.514522582086335,7.285711481952532,7.124333500835177,7.018300913167793,Bull,Bull,Moderate
227,2023-04-18,8.165,8.8,8.031,8.586,5.156154317207617,0.050276243379940654,0.22427976609361575,2829302.05,"24,292,387.40",7.630338851095994,7.416287748993698,Bull,Bull,7.52055,7.181260000000001,7.11914,6.956320000000001,Bull,Bull,Moderate,7.616568050459065,7.3367031885426295,7.153277391907747,7.033899909056671,Bull,Bull,Moderate
228,2023-04-19,8.583,8.602,7.65,7.756,-9.666899604006518,-0.10166623242196345,0.1226135336716523,4056551.98,"31,462,617.16",7.701784085755514,7.4374968368277266,Bull,Bull,7.54675,7.192419999999999,7.136070000000001,6.95812,Bull,Bull,Moderate,7.629847283748679,7.353146200756645,7.165212493058089,7.041084984588446,Bull,Bull,Moderate
229,2023-04-20,7.753,7.97,7.431,7.506,-3.223310985043837,-0.03276403666757628,0.08984949700407602,2886918.65,"21,669,211.39",7.756431645537002,7.457458740121852,Bull,Bull,7.5424999999999995,7.1919,7.149450000000001,6.9601,Bull,Bull,Moderate,7.618052304344042,7.359140467393639,7.171960760522285,7.045711004642293,Bull,Bull,Moderate
230,2023-04-21,7.511,7.606,7.012,7.111,-5.262456701305629,-0.05405981981144827,0.035789677192627746,2502598.57,"17,795,978.43",7.784135820792962,7.4742807598643966,Bull,Bull,7.52055,7.18852,7.15775,6.959,Bull,Bull,Moderate,7.569761608692229,7.349409468672321,7.1707536167495665,7.0463606463871455,Bull,Bull,Moderate
231,2023-04-22,7.111,7.241,7.08,7.178,0.942202221909727,0.00937791182403473,0.04516758901666248,644805.62,"4,628,414.74",7.7900512798048505,7.48834556614063,Bull,Bull,7.516450000000001,7.19288,7.1657,6.956259999999999,Bull,Bull,Moderate,7.532450979292969,7.342687528724388,7.170897109487198,7.047670490701702,Bull,Bull,Weak
232,2023-04-23,7.171,7.175,6.878,7.083,-1.3234884368904964,-0.013323245953929943,0.03184434306273254,833840.42,"5,906,091.69",7.775743527966741,7.499277204890914,Bear,Bull,7.5084,7.19734,7.17048,6.952295,Bull,Bull,Moderate,7.48964612412221,7.33250370406853,7.16915657266567,7.048022028107655,Bull,Bull,Weak
233,2023-04-24,7.083,7.265,6.995,7.072,-0.15530142594946117,-0.001554221436143294,0.030290121626589245,702792.11,"4,970,145.80",7.745343859513501,7.507181548945054,Bear,Bull,7.493350000000001,7.199839999999999,7.17261,6.949475,Bull,Bull,Moderate,7.449870302777237,7.32228787253643,7.167232680137636,7.048260614892654,Bull,Bull,Weak
234,2023-04-25,7.072,7.301,6.952,7.274,2.856334841628949,0.028163021229454882,0.058453142856044124,772855.14,"5,621,748.29",7.7087761148904,7.513125200750585,Bear,Bull,7.490950000000001,7.2081599999999995,7.1783600000000005,6.94783,Bull,Bull,Moderate,7.433120750131786,7.320394230476178,7.169346884491346,7.050506777928549,Bull,Bull,Weak
235,2023-04-26,7.277,7.509,6.8,7.01,-3.629364861149298,-0.03696864551829856,0.021484497337745566,1966400.84,"13,784,469.89",7.664491582491581,7.515891882851192,Bear,Bull,7.4813,7.210660000000001,7.18176,6.94561,Bull,Bull,Moderate,7.392823535833521,7.308221907712406,7.166191500640032,7.050103725411846,Bull,Bull,Neutral
236,2023-04-27,7.007,7.232,6.977,7.173,2.3252496433666225,0.022986276097798682,0.044470773435544245,1167124.68,"8,371,785.33",7.6201035430839,7.516477434791408,Bear,Bull,7.4763,7.2226,7.18544,6.943325000000001,Bull,Bull,Moderate,7.371887960992233,7.302919087802116,7.166326322409536,7.051326573915212,Bull,Bull,Neutral
237,2023-04-28,7.173,7.193,6.96,7.046,-1.7705283702774244,-0.017863897225251425,0.02660687621029282,911957.84,"6,425,654.94",7.57414971311757,7.514553979529196,Bear,Bear,7.471849999999999,7.2403200000000005,7.19255,6.941854999999999,Bull,Bull,Weak,7.340851012326307,7.292843829456935,7.163943622955881,7.051273573179738,Bull,Bull,Neutral
238,2023-04-29,7.047,7.224,6.999,7.19,2.043712744819759,0.020231091813909457,0.04683796802420227,533045.9,"3,832,600.02",7.531369848141276,7.511197816838548,Bear,Bear,7.47105,7.259340000000001,7.19937,6.942139999999999,Bull,Bull,Weak,7.326484249247611,7.288810738105683,7.164459590818141,7.052653935635661,Bull,Bull,Neutral
239,2023-04-30,7.191,7.307,7.021,7.029,-2.23922114047288,-0.022646723539187036,0.024191244485015237,776169.39,"5,455,694.64",7.487363512677798,7.506042106906509,Bear,Bear,7.455099999999999,7.27566,7.200219999999999,6.941585,Bull,Bull,Weak,7.298152415985933,7.278622081709382,7.161777222683128,7.052418573092023,Bull,Bull,Neutral
240,2023-05-01,7.028,7.088,6.8,6.896,-1.8921610470906236,-0.019102914832376312,0.005088329652638925,1148501.71,"7,920,067.79",7.438903065519137,7.49888841298678,Bear,Bear,7.434400000000001,7.281479999999999,7.20065,6.940925,Bull,Bull,Weak,7.259852185892035,7.263617294191367,7.156514307382472,7.0508621693796645,Bear,Bull,Neutral
241,2023-05-02,6.898,7.018,6.802,6.988,1.3341067285382868,0.013252858910418195,0.01834118856305712,523648.57,"3,659,256.21",7.389486982924482,7.490803855060608,Bear,Bear,7.4220500000000005,7.2854600000000005,7.20067,6.941414999999999,Bull,Bull,Weak,7.233961501521365,7.252808772850529,7.153177390404601,7.050236675156981,Bear,Bull,Neutral
242,2023-05-03,6.991,7.155,6.821,7.132,2.06067544361761,0.020397307729083644,0.03873849629214077,941469.96,"6,714,563.75",7.344187849584278,7.482765656366176,Bear,Bear,7.40535,7.2884199999999995,7.201840000000001,6.942635,Bull,Bull,Neutral,7.224250882328854,7.248071173915215,7.152758036139164,7.051050240578305,Bear,Bull,Neutral
243,2023-05-04,7.13,7.163,6.964,7.004,-1.794727986539546,-0.018110285577288616,0.02062821071485215,524890.91,"3,676,335.93",7.298916281866282,7.474297812012662,Bear,Bear,7.367999999999999,7.297079999999999,7.20528,6.941814999999999,Bull,Bull,Neutral,7.203274607821344,7.238499755330305,7.14981233245324,7.0505820789805105,Bear,Bull,Neutral
244,2023-05-05,7.003,7.288,6.9,7.233,3.2695602512849753,0.03217247344353823,0.05280068415839038,1168493.26,"8,451,711.75",7.260486947708375,7.466526314299844,Bear,Bear,7.3289,7.30818,7.208010000000001,6.941344999999999,Bull,Bull,Neutral,7.206105597552645,7.238284078650685,7.15145961299872,7.052397182672247,Bear,Bull,Neutral
245,2023-05-06,7.235,7.29,6.878,6.93,-4.1891331397760245,-0.042794074665331805,0.010006609493058573,841961.87,"5,834,795.76",7.219673570741428,7.458003404503671,Bear,Bear,7.2681,7.30236,7.205619999999999,6.940354999999999,Bear,Bull,Neutral,7.179809826357155,7.226194506938894,7.147074274127458,7.051179300257598,Bear,Bull,Neutral
246,2023-05-07,6.932,6.999,6.87,6.909,-0.303030303030305,-0.003034903695154047,0.006971705797904525,499019.77,"3,447,727.59",7.176990204768776,7.448675338221637,Bear,Bear,7.205299999999999,7.301760000000001,7.20087,6.94102,Bear,Bull,Neutral,7.15401841432314,7.2137555066667804,7.142359932065529,7.04976458085205,Bear,Bull,Neutral
247,2023-05-08,6.908,6.92,6.418,6.587,-4.660587639311043,-0.04772689984810194,-0.04075519405019741,1556658.75,"10,253,711.19",7.124494190201334,7.437079353648464,Bear,Bear,7.10535,7.29148,7.194680000000001,6.94067,Bear,Bull,Weak,7.1000166605780795,7.189176859346515,7.131362705687994,7.045159958157005,Bear,Bull,Neutral
248,2023-05-09,6.591,6.639,6.456,6.528,-0.8957036587217249,-0.008997391996750004,-0.04975258604694741,582450.53,"3,802,237.06",7.062261312100597,7.423234939760555,Bear,Bear,7.043950000000001,7.280500000000001,7.18622,6.939265000000001,Bear,Bull,Weak,7.045538883380168,7.163248355058417,7.1194149293377365,7.040014087926588,Bear,Bull,Weak
249,2023-05-10,6.527,6.702,6.306,6.592,0.9803921568627416,0.009756174945364656,-0.03999641110158276,1614870.22,"10,645,224.49",6.994239084724799,7.407651785329735,Bear,Bear,6.9982500000000005,7.26434,7.18297,6.937875,Bear,Bull,Moderate,7.002344704010628,7.140846458781616,7.108971069350851,7.035556236305428,Bear,Bull,Weak
250,2023-05-11,6.594,6.595,6.219,6.369,-3.3828883495145567,-0.03441432121794177,-0.07441073231952453,951726.99,"6,061,549.20",6.91714763193156,7.389510892559972,Bear,Bear,6.961149999999999,7.247800000000001,7.1771199999999995,6.9343900000000005,Bear,Bull,Moderate,6.942026160771521,7.110577970201946,7.094318176888457,7.028923835944181,Bear,Bull,Weak
251,2023-05-12,6.365,6.641,6.228,6.63,4.097974564295814,0.040162332808542464,-0.03424839951098206,1009940.96,"6,695,908.56",6.841455288428503,7.370316152168584,Bear,Bear,6.933749999999999,7.22794,7.17132,6.93299,Bear,Bull,Moderate,6.912309383555185,7.091731775292065,7.085123757544131,7.024954444541752,Bear,Bull,Weak
252,2023-05-13,6.632,6.639,6.479,6.497,-2.0060331825037747,-0.020264272299377266,-0.05451267181035933,383084.68,"2,488,901.17",6.766873668659383,7.349668154025697,Bear,Bear,6.90445,7.21388,7.165310000000001,6.930165000000001,Bear,Bull,Moderate,6.872756108930882,7.06840896057473,7.073477742543257,7.019701166486611,Bear,Bull,Weak
253,2023-05-14,6.496,6.613,6.445,6.552,0.8465445590272402,0.008429814652374353,-0.04608285715798498,331151.65,"2,169,705.61",6.697551494537208,7.328031977021958,Bear,Bear,6.878449999999999,7.2032799999999995,7.15793,6.927125,Bear,Bull,Moderate,6.842207908080321,7.048157628787486,7.0631514506117075,7.015047423536495,Bear,Bull,Weak
254,2023-05-15,6.554,6.71,6.459,6.638,1.312576312576308,0.013040366747014523,-0.03304249041097045,693715.76,"4,604,885.21",6.637904330722187,7.305933901268288,Bear,Bear,6.8466499999999995,7.19074,7.151909999999999,6.92586,Bear,Bull,Moderate,6.822759535882195,7.032073015893859,7.0547326100055345,7.011295707879416,Bear,Bull,Moderate
255,2023-05-16,6.637,6.728,6.553,6.659,0.3163603495028644,0.003158609830702466,-0.029883880580267988,625471.43,"4,165,014.25",6.589243207586065,7.283602042365651,Bear,Bear,6.8290999999999995,7.1864,7.148619999999999,6.923595000000001,Bear,Bull,Moderate,6.8071633896077,7.017442701545081,7.046896320698495,7.007790277950268,Bear,Bull,Moderate
256,2023-05-17,6.659,6.808,6.55,6.762,1.546778795614956,0.015349381157208922,-0.014534499423059066,995163.91,"6,729,298.36",6.5534573094894535,7.261725097145988,Bear,Bear,6.808549999999999,7.1825600000000005,7.1478600000000005,6.9192149999999994,Bear,Bull,Strong,6.802862114406967,7.007425340700176,7.041254809397534,7.005344603542803,Bear,Bull,Weak
257,2023-05-18,6.761,6.767,6.423,6.531,-3.4161490683229823,-0.03475863336517418,-0.049293132788233246,1231049.57,"8,039,984.74",6.522758389163747,7.2393086014054076,Bear,Bear,6.7828,7.165519999999999,7.14121,6.912955,Bear,Bull,Strong,6.776970484463446,6.988741994006051,7.0311507537659,7.000624756741383,Bear,Bear,Moderate
258,2023-05-19,6.531,6.56,6.461,6.513,-0.2756086357372456,-0.0027598913562555207,-0.052053024144488765,418262.84,"2,724,145.88",6.494950944822373,7.216583073028267,Bear,Bear,6.748950000000001,7.151140000000001,7.1349599999999995,6.90624,Bear,Bull,Strong,6.7518304383240695,6.9700854452215,7.0208903428002385,6.995772769112116,Bear,Bear,Moderate
259,2023-05-20,6.514,6.547,6.475,6.507,-0.09212344541685846,-0.0009216590514174637,-0.05297468319590623,183236.7,"1,192,321.21",6.469504478458049,7.193753625764275,Bear,Bear,6.722849999999999,7.12946,7.130199999999999,6.900365000000001,Bear,Bull,Strong,6.728513253721777,6.951925231683402,7.010714296408155,6.990909358474185,Bear,Bear,Moderate
260,2023-05-21,6.51,6.546,6.361,6.431,-1.1679729522053095,-0.01174847336012084,-0.06472315655602708,303507.88,"1,951,859.18",6.4435212000962,7.170682233412942,Bear,Bear,6.699599999999999,7.10708,7.12558,6.895335,Bear,Bull,Strong,6.700178658129227,6.931496791225229,6.999234805390172,6.985338121076432,Bear,Bear,Moderate
261,2023-05-22,6.432,6.607,6.338,6.535,1.6171668480796209,0.016042299923459236,-0.04868085663256784,718557.38,"4,695,772.48",6.419769144678073,7.147979270281457,Bear,Bear,6.67695,7.092580000000001,7.12088,6.88942,Bear,Bull,Strong,6.6844473573550145,6.915947897451691,6.990042036966604,6.980857144747314,Bear,Bear,Moderate
262,2023-05-23,6.534,6.636,6.475,6.507,-0.4284621270084221,-0.0042938265633383115,-0.052974683195906154,518691.4,"3,375,124.94",6.397727423898853,7.1255356260298095,Bear,Bear,6.6457,7.07784,7.1178300000000005,6.878375,Bear,Bull,Strong,6.6675476090354895,6.899910725002606,6.980476848115781,6.976142148282167,Bear,Bear,Moderate
263,2023-05-24,6.507,6.51,6.206,6.324,-2.8123559243891205,-0.028526601165621446,-0.08150128436152759,949364.59,"6,003,781.67",6.37274500962001,7.102549810044649,Bear,Bear,6.611700000000001,7.0568599999999995,7.11427,6.866675,Bear,Bull,Strong,6.634828789127348,6.877325990688778,6.9674773065689335,6.969653171682346,Bear,Bear,Moderate
264,2023-05-25,6.322,6.346,6.166,6.278,-0.7273877292852671,-0.007300460927463821,-0.08880174528899142,673160.97,"4,226,104.57",6.345507488146773,7.0788714300762745,Bear,Bear,6.56395,7.0359799999999995,7.10893,6.857559999999999,Bear,Bull,Strong,6.600845094924744,6.853823010661768,6.953824290597271,6.962771050571079,Bear,Bear,Moderate
265,2023-05-26,6.278,6.406,6.236,6.345,1.0672188595094,0.010615642746589195,-0.07818610254240221,655788.58,"4,160,978.54",6.318827682436612,7.05495393598502,Bear,Bear,6.534699999999999,7.01882,7.099550000000001,6.84453,Bear,Bull,Strong,6.576478895408101,6.833869167106404,6.94176836405079,6.956624074943506,Bear,Bear,Moderate
266,2023-05-27,6.346,6.443,6.331,6.441,1.513002364066196,0.015016706398402706,-0.06316939614399951,363271.88,"2,339,834.18",6.296068740122313,7.031303197487217,Bear,Bear,6.5113,7.002179999999999,7.0938099999999995,6.83815,Bear,Bull,Strong,6.5635761434644735,6.818462533102232,6.931852158822061,6.951493487133123,Bear,Bear,Moderate
267,2023-05-28,6.439,6.66,6.421,6.635,3.011954665424632,0.029674860219417246,-0.033494535924582264,854574.94,"5,670,104.73",6.28253195389267,7.008868049902189,Bear,Bear,6.5137,6.992179999999999,7.083670000000001,6.84024,Bear,Bull,Strong,6.570378415515476,6.811267923960968,6.9259738982513275,6.948344298206426,Bear,Bear,Moderate
268,2023-05-29,6.637,6.679,6.529,6.641,0.09042954031650563,0.000903886774405814,-0.03259064915017645,793345.67,"5,268,608.59",6.277050437195081,6.987641391363174,Bear,Bear,6.51935,6.98088,7.0702,6.83752,Bear,Bull,Strong,6.577104280704479,6.804590750472303,6.920330850761202,6.945286145985468,Bear,Bear,Moderate
269,2023-05-30,6.641,6.674,6.537,6.614,-0.40656527631380834,-0.004073939998975585,-0.036664589149152035,895467.87,"5,922,624.49",6.278117773826703,6.967456032488076,Bull,Bear,6.520449999999999,6.9662,7.056260000000001,6.835485,Bear,Bull,Strong,6.580618158732624,6.797116603394958,6.914264893320386,6.941989766423423,Bear,Bear,Moderate
270,2023-05-31,6.613,6.637,6.401,6.481,-2.0108859993952177,-0.020313795114022055,-0.05697838426317409,957720.88,"6,206,989.02",6.28169585480657,6.947719729699936,Bull,Bear,6.526050000000001,6.9496199999999995,7.0408800000000005,6.83655,Bear,Bull,Strong,6.571130715043802,6.784719873850057,6.9056853904823585,6.937402803573439,Bear,Bear,Moderate
271,2023-06-01,6.481,6.513,6.319,6.345,-2.098441598518752,-0.021207718279228006,-0.07818610254240209,824006.53,"5,228,321.43",6.283472497938569,6.9277793959250085,Bull,Bear,6.511799999999999,6.93182,7.02789,6.837955000000001,Bear,Bull,Strong,6.549594456468202,6.767475957228487,6.894582709482708,6.931508248314002,Bear,Bear,Moderate
272,2023-06-02,6.344,6.483,6.31,6.452,1.6863672182821254,0.01672305909661158,-0.06146304344579051,623553.97,"4,023,170.21",6.286495488902632,6.908158876721871,Bull,Bear,6.50955,6.91154,7.0152,6.838785000000001,Bear,Bull,Strong,6.5402997463283725,6.7551043510626645,6.885818695433545,6.926737021962619,Bear,Bear,Moderate
273,2023-06-03,6.453,6.462,6.362,6.424,-0.43397396156229506,-0.004349183618501767,-0.06581222706429228,384154.57,"2,467,808.96",6.289509321102178,6.888696941099496,Bull,Bear,6.50315,6.885,7.000070000000001,6.838845,Bear,Bull,Strong,6.529223580011385,6.742119866707267,6.876673770771495,6.921734663535131,Bear,Bear,Moderate
274,2023-06-04,6.423,6.539,6.395,6.451,0.4202988792029849,0.004194180905644032,-0.06161804615864825,526795.06,"3,398,354.93",6.2932566240637655,6.869489805540488,Bull,Bear,6.4938,6.853719999999999,6.98995,6.840235,Bear,Bull,Moderate,6.521773715248396,6.730703401346197,6.868244587191861,6.917050736534781,Bear,Bear,Moderate
275,2023-06-05,6.451,6.493,5.99,6.058,-6.092078747481011,-0.06285544494505907,-0.12447349110370731,1641082.43,"9,941,677.36",6.287407354153781,6.848686849228996,Bear,Bear,6.46375,6.81196,6.9768099999999995,6.83943,Bear,Bear,Moderate,6.4776047899866445,6.70432287580321,6.852200139920734,6.908502968012048,Bear,Bear,Moderate
