,Timestamp,Open,High,Low,Close,PCT_RETURN,LOG_RETURNS,CUM_LOG_RETURNS,Base Volume BTC,Quote Volume USD,Trendline,SmoothPrice,HULL_55,HULL_180,HULL_55_TREND,HULL_180_TREND,SMA_20,SMA_50,SMA_100,SMA_200,SMA_Short_Term_Trend,SMA_Long_Term_Trend,SMA_Trend_Strength,EMA_20,EMA_50,EMA_100,EMA_200,EMA_Short_Term_Trend,EMA_Long_Term_Trend,EMA_Trend_Strength
209,2023-06-28 19:00:00,30194.47,30253.1,29840.0,30102.77,-0.30369799503021655,-0.0030416009321692673,0.11225115928115081,1114.92541265,"33,562,343.26",30271.015061702714,30156.456999999995,30287.816991694155,30424.159769973478,Bear,Bear,30324.5645,30422.6696,30466.3187,30124.541800000003,Bear,Bull,Neutral,30312.776246895322,30394.134517679326,30335.371304218297,29864.767888620012,Bear,Bull,Neutral
210,2023-06-28 20:00:00,30101.97,30147.72,29950.0,30102.81,0.00013287813713791508,1.3287804885499663e-06,0.11225248806163936,516.49462773,"15,547,939.64",30256.82444301768,30126.351000000002,30256.49513522126,30413.874730058433,Bear,Bear,30298.719999999994,30420.3982,30462.046100000003,30140.847250000003,Bear,Bull,Neutral,30292.77946147672,30382.71002678994,30330.766129877342,29867.136466842698,Bear,Bull,Neutral
211,2023-06-28 21:00:00,30101.18,30208.78,30024.83,30137.59,0.11553738670908587,0.0011547069363579442,0.1134071949979973,256.43533153,"7,728,342.88",30242.61222045257,30125.880000000005,30225.50951082251,30403.390403948066,Bear,Bear,30280.288,30417.943400000004,30457.4063,30157.49355,Bear,Bull,Neutral,30277.99951276465,30373.097476719748,30326.94085997878,29869.827546774613,Bear,Bull,Neutral
212,2023-06-28 22:00:00,30137.58,30185.38,30080.58,30104.2,-0.1107918715464673,-0.0011085329110991794,0.11229866208689812,222.67926914,"6,703,581.25",30227.332835056037,30113.796000000002,30194.754968382804,30392.61818797229,Bear,Bear,30264.303999999996,30416.806800000002,30451.8965,30174.16475,Bear,Bull,Neutral,30261.447178215636,30362.5524776327,30322.53014988019,29872.15961098581,Bear,Bull,Neutral
213,2023-06-28 23:00:00,30104.19,30183.85,30052.12,30074.94,-0.09719574012928556,-0.0009724300581808794,0.11132623202871725,195.4418461,"5,877,901.79",30209.687305193875,30099.034999999996,30164.739419260626,30381.520497851292,Bear,Bear,30245.254999999997,30415.0948,30446.2364,30189.1119,Bear,Bull,Neutral,30243.684589814147,30351.273556941225,30317.627374635038,29874.17732629939,Bear,Bull,Neutral
214,2023-06-29 00:00:00,30074.93,30172.98,30036.18,30073.2,-0.005785547701830929,-5.785715071097496e-05,0.11126837487800627,276.29298309,"8,309,014.14",30189.712237586944,30086.361000000004,30136.22701497973,30370.21055180382,Bear,Bear,30224.909000000003,30411.8968,30441.7158,30202.49125,Bear,Bull,Neutral,30227.4479622128,30340.368711570984,30312.78722860266,29876.15765141084,Bear,Bull,Neutral
215,2023-06-29 01:00:00,30073.21,30250.0,30051.54,30163.85,0.3014311746006415,0.003009777817186983,0.11427815269519326,234.57097572,"7,075,563.73",30169.577249117137,30112.908000000003,30112.10515276919,30359.222721378133,Bear,Bear,30210.384499999996,30409.7302,30438.052799999998,30214.293700000002,Bear,Bull,Neutral,30221.391013430628,30333.446409156433,30309.837976551124,29879.020261844562,Bear,Bull,Neutral
216,2023-06-29 02:00:00,30165.66,30197.68,30088.64,30111.44,-0.17375102979227952,-0.001739021519703122,0.11253913117549014,305.41323142,"9,196,432.19",30148.332955650098,30115.865,30090.9318918436,30348.287852980666,Bear,Bear,30196.968499999995,30404.834199999998,30433.855499999998,30224.2604,Bear,Bull,Neutral,30210.919488341995,30324.740275464024,30305.90930374813,29881.332896055064,Bear,Bull,Neutral
217,2023-06-29 03:00:00,30111.44,30185.67,30087.51,30163.92,0.17428591923867032,0.0017413421756797046,0.11428047335116984,250.27355419,"7,549,231.47",30131.377598188636,30139.090000000004,30074.099623557002,30337.688042265352,Bear,Bear,30195.645,30400.516600000003,30430.0229,30235.024500000003,Bear,Bull,Neutral,30206.443346595137,30318.43359799485,30303.097634366975,29884.144708034615,Bear,Bull,Neutral
218,2023-06-29 04:00:00,30163.93,30222.32,30133.39,30220.58,0.18784030722798217,0.0018766410793723963,0.11615711443054223,190.86781719,"5,768,136.14",30126.976950721026,30176.081,30062.76726742768,30327.73825272294,Bear,Bear,30192.591000000004,30395.2084,30426.9336,30245.247950000004,Bear,Bull,Neutral,30207.789694538456,30314.596201995053,30301.46362180525,29887.492322880044,Bear,Bull,Neutral
219,2023-06-29 05:00:00,30218.05,30263.4,30176.69,30179.42,-0.13619857726093754,-0.0013629141182565539,0.11479420031228568,96.67261295,"2,917,523.39",30130.669927391777,30181.870000000003,30055.19586329279,30318.29783593394,Bear,Bear,30186.464,30391.3198,30422.5182,30255.38915,Bear,Bull,Neutral,30205.087818868127,30309.29517446584,30299.04691642297,29890.397075886212,Bear,Bull,Neutral
220,2023-06-29 06:00:00,30179.42,30241.84,30173.96,30231.69,0.17319749683724073,0.0017304768293036794,0.11652467714158936,60.53833632,"1,830,176.22",30142.89053212123,30207.01,30052.15020393561,30309.633166288048,Bear,Bear,30180.8685,30388.927600000003,30418.4827,30265.381999999998,Bear,Bull,Neutral,30207.621359928307,30306.25183429071,30297.713116097762,29893.793025379884,Bear,Bull,Neutral
221,2023-06-29 07:00:00,30230.53,30420.21,30215.28,30337.12,0.3487400142036412,0.003481333263159013,0.12000601040474837,287.66126458,"8,726,814.30",30165.726673549867,30262.297000000002,30055.53982786195,30302.19620126223,Bull,Bear,30182.250500000002,30389.1804,30414.2457,30275.46545,Bear,Bull,Neutral,30219.954563744657,30307.462350593036,30298.49345043246,29898.204239057697,Bear,Bull,Neutral
222,2023-06-29 08:00:00,30338.02,30449.0,30330.99,30384.78,0.1571012673582617,0.0015697799241134768,0.12157579032886184,225.2954402,"6,845,552.39",30194.493962079625,30319.327999999998,30065.281162758536,30296.13800817243,Bull,Bear,30196.618,30390.3988,30409.0706,30285.2869,Bear,Bull,Neutral,30235.652224340403,30310.494415275665,30300.20209497835,29903.04578891782,Bear,Bull,Neutral
223,2023-06-29 09:00:00,30384.78,30471.46,30349.91,30428.19,0.14286758041361924,0.0014276562178495076,0.12300344654671135,302.46177068,"9,203,364.23",30227.75546606716,30377.302999999996,30081.34366129836,30291.52959809482,Bull,Bear,30208.029499999997,30390.714,30404.6345,30293.489099999995,Bear,Bull,Neutral,30253.989155355604,30315.10992840211,30302.736508939175,29908.271104450978,Bear,Bull,Neutral
224,2023-06-29 10:00:00,30426.79,30753.74,30397.09,30696.44,0.8815838207924864,0.008777205592835098,0.13178065213954646,721.61891506,"22,151,131.73",30275.041003967726,30517.701,30109.252041314507,30289.486091211926,Bull,Bear,30226.970499999996,30396.823400000005,30402.7706,30303.0627,Bear,Bull,Neutral,30296.127331036023,30330.06404885693,30310.532617673052,29916.11358102361,Bear,Bull,Neutral
225,2023-06-29 11:00:00,30696.76,30722.19,30564.56,30673.66,-0.07421055992160586,-0.0007423810958830975,0.13103827104366336,468.1022822,"14,358,410.25",30330.843457752246,30602.512,30145.48411878135,30289.65460441985,Bull,Bull,30239.8065,30402.6866,30402.116,30312.9147,Bear,Bull,Neutral,30332.082823318306,30343.53839988215,30317.72325890725,29923.65135633681,Bear,Bull,Neutral
226,2023-06-29 12:00:00,30669.09,30716.57,30600.0,30621.09,-0.17138482985076253,-0.0017153186166777858,0.12932295242698558,524.95725696,"16,074,763.41",30386.228528389882,30632.640999999996,30186.34890279496,30291.5407049063,Bull,Bull,30257.858999999997,30401.973200000004,30400.862600000004,30322.1335,Bear,Bull,Neutral,30359.60731633561,30354.422776357358,30323.730521107107,29930.59104433346,Bull,Bull,Neutral
227,2023-06-29 13:00:00,30621.07,30838.0,30443.86,30564.25,-0.18562369922168198,-0.0018579619350347569,0.1274649904919508,1335.81649282,"40,828,229.24",30441.80647139713,30616.403000000002,30228.29886514808,30294.64084719012,Bull,Bull,30278.320499999994,30398.631400000002,30399.6306,30330.08525,Bear,Bull,Neutral,30379.09709573222,30362.65129493158,30328.49328306538,29936.89610856895,Bull,Bull,Neutral
228,2023-06-29 14:00:00,30568.2,30662.01,30400.0,30449.19,-0.3764528820435653,-0.0037716324926455286,0.12369335799930528,984.1251136,"29,965,812.57",30487.30568968135,30540.534999999996,30266.8640389095,30298.20444002198,Bull,Bull,30291.0565,30393.1852,30397.858399999997,30338.0723,Bear,Bull,Neutral,30385.772610424392,30366.04496964015,30330.883317064086,29941.993560224986,Bull,Bull,Neutral
229,2023-06-29 15:00:00,30448.4,30544.25,30420.0,30471.62,0.07366370008528023,0.0007363658169851649,0.12442972381629044,642.14590787,"19,567,226.09",30521.171241623582,30498.364,30302.252496014564,30302.207601178347,Bull,Bull,30309.499,30390.307599999996,30395.3142,30346.0871,Bear,Bull,Neutral,30393.948552288737,30370.185166909163,30333.670182072718,29947.26347504862,Bull,Bull,Neutral
230,2023-06-29 16:00:00,30472.01,30575.76,30467.14,30493.84,0.07292031076786554,0.0007289373682700192,0.12515866118456045,778.10628564,"23,727,448.58",30546.85990231703,30485.284999999996,30334.512319264068,30306.607998963584,Bull,Bull,30329.0505,30383.733399999997,30393.4502,30354.430900000003,Bear,Bull,Neutral,30403.462023499334,30375.03437604998,30336.841861635632,29952.702047436196,Bull,Bull,Neutral
231,2023-06-29 17:00:00,30493.83,30663.3,30410.0,30537.55,0.1433404254761017,0.0014323779115416606,0.12659103909610211,1022.96610794,"31,238,878.67",30566.287227469187,30502.415,30364.5419357349,30311.48047306425,Bull,Bull,30349.048499999997,30384.3632,30391.9528,30362.49305,Bear,Bull,Neutral,30416.232306975588,30381.407537773513,30340.816280217106,29958.52143004877,Bull,Bull,Neutral
232,2023-06-29 18:00:00,30537.55,30618.44,30495.08,30558.55,0.06876779571380887,0.0006874416149970354,0.12727848071109915,498.53566688,"15,234,527.10",30581.782303865326,30530.614999999998,30393.59315635951,30316.796478200147,Bull,Bull,30371.765999999996,30381.195,30391.9087,30371.0878,Bear,Bull,Neutral,30429.786372977913,30388.354300998082,30345.127839024688,29964.491863580628,Bull,Bull,Neutral
233,2023-06-29 19:00:00,30558.54,30611.78,30482.2,30587.21,0.09378717249346469,0.0009374321980401945,0.12821591290913933,1282.82453384,"39,238,023.41",30591.652949402527,30559.343,30423.00652427334,30322.53882862624,Bull,Bull,30397.379500000003,30378.163000000004,30391.833300000002,30379.37095,Bull,Bear,Neutral,30444.779099360967,30396.15256370404,30349.921545182613,29970.688063943013,Bull,Bull,Neutral
234,2023-06-29 20:00:00,30587.22,30641.97,30240.32,30393.72,-0.632584665289837,-0.006345939602267931,0.12186997330687141,828.96969776,"25,195,472.88",30585.170677887058,30499.115999999998,30447.58627562186,30327.641233549566,Bull,Bull,30413.4055,30372.0764,30389.758599999997,30386.85445,Bull,Bear,Neutral,30439.916327993255,30396.05716904898,30350.78884131761,29974.897336938608,Bull,Bull,Neutral
235,2023-06-29 21:00:00,30393.75,30448.27,30360.25,30418.0,0.07988492359605193,0.0007985303257391115,0.12266850363261052,475.18122108,"14,454,062.38",30563.536197462414,30458.613,30468.607000163185,30332.187933942652,Bull,Bull,30426.113,30366.7382,30388.558899999996,30392.310299999997,Bull,Bear,Neutral,30437.829058660565,30396.91767222353,30352.119755350926,29979.306318660612,Bull,Bull,Neutral
236,2023-06-29 22:00:00,30415.93,30459.32,30381.55,30410.49,-0.024689328686955392,-0.00024692377003460034,0.12242157986257592,208.47825813,"6,339,925.98",30534.62552698101,30427.061000000005,30485.963105742798,30336.128014153186,Bull,Bull,30441.065500000004,30361.7502,30387.9752,30396.56795,Bull,Bear,Neutral,30435.225338788132,30397.44992037163,30353.27560177962,29983.596703549563,Bull,Bull,Neutral
237,2023-06-29 23:00:00,30410.48,30527.54,30390.06,30446.47,0.11831443689331866,0.001182445005212129,0.12360402486778804,259.46476013,"7,899,786.04",30503.665373635442,30424.706999999995,30500.793347368228,30339.63158774458,Bull,Bull,30455.193,30356.251200000002,30388.0535,30399.538049999996,Bull,Bear,Neutral,30436.29625890355,30399.37227643549,30355.121035407745,29988.202407991856,Bull,Bull,Neutral
238,2023-06-30 00:00:00,30445.67,30505.94,30393.14,30438.57,-0.025947178769825108,-0.00025950545632672217,0.12334451941146132,232.40484477,"7,074,071.14",30481.451498087754,30433.267,30512.924060322606,30342.746493015096,Bull,Bull,30466.092500000006,30353.261000000002,30388.5985,30400.979900000002,Bull,Bear,Neutral,30436.51280567464,30400.909442065473,30356.773490152147,29992.683677564077,Bull,Bull,Neutral
239,2023-06-30 01:00:00,30436.66,30436.67,30347.08,30384.66,-0.17711081696676345,-0.001772678436090332,0.12157184097537099,277.32503851,"8,426,427.00",30469.295408672802,30415.778,30521.216589990032,30345.3166810788,Bull,Bull,30476.354499999998,30347.006599999997,30387.830700000002,30402.534050000002,Bull,Bear,Neutral,30431.574443229438,30400.272209043298,30357.325698267945,29996.583939478864,Bull,Bull,Neutral
240,2023-06-30 02:00:00,30384.66,30743.21,30371.78,30659.24,0.9036796857361695,0.008996209346112482,0.13056805032148347,553.0694184,"16,956,688.04",30475.24767321872,30511.455000000005,30533.66228841991,30348.726982799675,Bull,Bull,30497.731999999996,30347.797399999996,30389.329499999996,30405.17265,Bull,Bear,Neutral,30453.256877207587,30410.42780868866,30363.304199292343,30003.177532120866,Bull,Bull,Neutral
241,2023-06-30 03:00:00,30659.23,30867.62,30615.21,30734.18,0.24442875948653686,0.002441305182868629,0.1330093555043521,830.84404757,"25,535,310.51",30494.031988574112,30612.233,30551.638288669004,30353.29050686458,Bull,Bull,30517.585,30352.356399999997,30391.8689,30408.216099999998,Bull,Bear,Neutral,30480.011460330676,30423.12397305381,30370.64827455388,30010.451188517673,Bull,Bull,Neutral
242,2023-06-30 04:00:00,30738.65,31277.0,30682.61,30872.35,0.44956462153862287,0.004485570983106846,0.13749492648745895,1282.29948724,"39,587,598.57",30519.784101879774,30739.507999999994,30577.14909701608,30359.534259647233,Bull,Bull,30541.9635,30361.325800000002,30396.4612,30412.644,Bull,Bear,Neutral,30517.37703553728,30440.74067999288,30380.582962186476,30019.027296094613,Bull,Bull,Neutral
243,2023-06-30 05:00:00,30870.29,30972.04,30641.06,30732.1,-0.4542900038383868,-0.004553250367666804,0.13294167611979216,718.38822524,"22,077,578.78",30550.004294281025,30767.305,30604.328251743627,30366.62716408297,Bull,Bull,30557.158999999996,30366.8494,30401.850499999997,30416.87365,Bull,Bear,Neutral,30537.826841676586,30452.166535679433,30387.543695608525,30026.122546879742,Bull,Bull,Neutral
244,2023-06-30 06:00:00,30732.1,30757.56,30609.19,30661.93,-0.22832803485606235,-0.0022858910078040347,0.1306557851119881,466.21508478,"14,295,054.29",30578.74629934416,30732.289999999997,30629.888196299733,30374.13944661276,Bull,Bull,30555.433500000003,30370.4856,30406.149900000004,30419.600499999997,Bull,Bear,Neutral,30549.64619008834,30460.392553888083,30392.977087774692,30032.448989199347,Bull,Bull,Neutral
245,2023-06-30 07:00:00,30661.92,30835.87,30648.99,30761.31,0.32411527910995996,0.0032359115773880317,0.13389169668937614,956.46142796,"29,422,006.49",30612.788768453087,30736.758,30655.67575711194,30382.488400803384,Bull,Bull,30559.816,30376.625,30410.738999999998,30423.43165,Bull,Bear,Neutral,30569.804648175163,30472.193238049334,30400.27080880886,30039.701337565522,Bull,Bull,Neutral
246,2023-06-30 08:00:00,30761.27,30906.39,30715.76,30846.81,0.2779465503907286,0.0027756099322967806,0.13666730662167292,636.1129051,"19,622,053.92",30652.05070378353,30772.713,30682.751416091185,30392.010636999552,Bull,Bull,30571.102000000003,30385.965999999997,30416.690500000004,30426.97145,Bull,Bear,Neutral,30596.18611025372,30486.884091459164,30409.113169030465,30047.732269530046,Bull,Bull,Neutral
247,2023-06-30 09:00:00,30847.1,30851.91,30744.0,30763.8,-0.26910400135379264,-0.002694667370752206,0.1339726392509207,419.03223362,"12,891,023.83",30692.50572837549,30778.018,30707.028355691265,30402.209508531927,Bull,Bull,30581.079500000003,30397.4342,30422.0985,30429.991800000003,Bull,Bear,Neutral,30612.149337848605,30497.743538852923,30416.136670633823,30054.857321574524,Bull,Bull,Neutral
248,2023-06-30 10:00:00,30763.9,30865.68,30740.65,30805.55,0.13571145307147425,0.0013561944831025883,0.1353288337340233,304.41968583,"9,377,815.85",30737.53253187002,30796.852999999996,30729.36665756202,30413.142317776787,Bull,Bull,30598.8975,30407.911999999997,30425.309900000004,30431.6496,Bull,Bear,Neutral,30630.568448529688,30509.814380466534,30423.84782567078,30062.32690046433,Bull,Bull,Neutral
249,2023-06-30 11:00:00,30805.56,30937.93,30767.44,30901.47,0.3113724637281434,0.003108887036093687,0.13843772077011698,529.96286164,"16,376,631.47",30786.388294519456,30839.694,30752.271856661853,30425.091906457863,Bull,Bull,30620.389999999996,30419.902199999997,30430.235299999997,30434.671950000004,Bull,Bear,Neutral,30656.36859628877,30525.17342436981,30433.30569050898,30070.676583046774,Bull,Bull,Neutral
250,2023-06-30 12:00:00,30903.07,31121.41,30886.68,31002.89,0.32820445111509944,0.0032766703586590722,0.14171439112877607,1003.41608338,"31,108,798.46",30829.32180372013,30909.087,30778.463516628868,30438.32550256466,Bull,Bull,30645.8425,30433.088000000003,30436.2069,30437.917,Bull,Bear,Neutral,30689.370634737457,30543.907407727856,30444.584587726626,30079.952338439347,Bull,Bull,Neutral
251,2023-06-30 13:00:00,31002.9,31095.47,29417.14,30129.64,-2.816672897268613,-0.02857102109987429,0.11314337002890178,6621.48657367,"199,503,006.73",30826.55408892085,30613.571999999996,30783.530611239945,30448.509528567574,Bull,Bull,30625.446999999996,30429.4912,30434.795100000003,30437.1069,Bull,Bear,Neutral,30636.062955238653,30527.66162703265,30438.348061236986,30080.446743031993,Bull,Bull,Neutral
252,2023-06-30 14:00:00,30136.58,30300.22,29943.0,30072.16,-0.19077559506187614,-0.0019095780347656984,0.11123379199413608,3851.21292113,"115,814,291.16",30781.96485132844,30358.480999999992,30769.34830673228,30455.51787486276,Bear,Bull,30601.127500000002,30428.985799999995,30432.736699999998,30436.82185,Bull,Bear,Neutral,30582.35791188259,30509.79881812941,30431.09681249962,30080.364287877448,Bull,Bull,Neutral
253,2023-06-30 15:00:00,30066.07,30203.06,29990.0,30065.75,-0.021315396034071732,-0.00021317668087482704,0.11102061531326125,854.90187392,"25,703,266.02",30717.044759334854,30174.165,30739.63102271868,30459.461581770796,Bear,Bull,30575.0545,30426.301599999995,30430.1259,30436.65395,Bull,Bear,Neutral,30533.157158369966,30492.38513898708,30423.862222153093,30080.218872077676,Bull,Bull,Neutral
254,2023-06-30 16:00:00,30065.78,30524.1,29919.26,30393.62,1.0905099656586037,0.01084606783483701,0.12186668314809826,1325.01917501,"40,272,129.30",30636.9754617639,30204.569,30707.11207355012,30462.124544545935,Bear,Bull,30575.0495,30427.821600000003,30430.4324,30438.09795,Bull,Bear,Neutral,30519.867905191873,30488.511996281704,30423.26336626887,30083.337291260985,Bull,Bull,Neutral
255,2023-06-30 17:00:00,30393.91,30715.88,30368.18,30435.64,0.1382526990861832,0.0013815721803544852,0.12324825532845274,1444.50179714,"43,964,336.68",30565.98630753465,30312.707999999995,30674.618739864625,30463.839273638598,Bear,Bull,30575.9315,30428.195599999995,30428.498900000002,30439.583249999996,Bull,Bear,Neutral,30511.846199935506,30486.438584662814,30423.508448124932,30086.842790850427,Bull,Bull,Neutral
256,2023-06-30 18:00:00,30437.99,30526.27,30278.03,30350.23,-0.28062495153707845,-0.0028101944155199546,0.12043806091293278,1273.91008004,"38,663,463.93",30509.822189397513,30356.083000000002,30641.22921400227,30464.372513689177,Bear,Bull,30572.9185,30429.9994,30427.968999999997,30440.413000000004,Bull,Bear,Neutral,30496.454180894027,30481.097071538785,30422.05738974622,30089.463559100674,Bull,Bull,Neutral
257,2023-06-30 19:00:00,30350.07,30470.95,30315.09,30361.94,0.03858290365508221,0.0003857546236679179,0.1208238155366007,637.96679276,"19,369,909.48",30469.549799151097,30376.335,30609.366197570947,30463.9371219311,Bear,Bear,30568.692,30434.137800000004,30427.3676,30442.581149999998,Bull,Bear,Neutral,30483.64330652317,30476.424245203933,30420.866946384907,30092.17476746783,Bull,Bull,Neutral
258,2023-06-30 20:00:00,30361.51,30504.31,30355.52,30389.65,0.0912655778912752,0.0009122395618500482,0.12173605509845074,692.76380293,"21,052,849.50",30429.56573364368,30378.052000000003,30582.162720538727,30462.791025532573,Bear,Bear,30566.245999999996,30438.041400000002,30430.1977,30443.9365,Bull,Bear,Neutral,30474.691563044773,30473.02133362731,30420.248789030753,30095.134720030343,Bull,Bull,Neutral
259,2023-06-30 21:00:00,30389.57,30477.5,30329.64,30470.41,0.26574837156729814,0.0026539588492924433,0.12439001394774318,406.88599875,"12,397,983.21",30382.38112315233,30412.47,30560.607326814068,30461.470980826183,Bear,Bear,30570.5335,30445.3942,30434.031899999998,30445.071750000003,Bull,Bull,Neutral,30474.283795135743,30472.918928387022,30421.242080337073,30098.8688024181,Bull,Bull,Neutral
260,2023-06-30 22:00:00,30470.4,30523.1,30457.65,30476.21,0.019034860377664664,0.00019033048977977967,0.12458034443752296,331.55384816,"10,104,504.70",30338.877435302376,30445.731,30543.13564323508,30460.148067746035,Bear,Bear,30561.382,30452.862200000003,30436.6302,30448.688000000002,Bull,Bull,Neutral,30474.467243218056,30473.047990018906,30422.330553993765,30102.62344120001,Bull,Bull,Neutral
261,2023-06-30 23:00:00,30476.21,30537.57,30437.68,30466.72,-0.031139042551542317,-0.00031143891758087904,0.12426890551994207,363.07314154,"11,061,647.74",30316.72301206447,30462.598000000005,30527.83279895899,30458.886386391772,Bear,Bear,30548.009000000002,30459.4448,30438.694099999997,30451.6875,Bull,Bull,Neutral,30473.72941053062,30472.79983354758,30423.20955292458,30106.246292531356,Bull,Bull,Neutral
262,2023-07-01 00:00:00,30466.73,30538.78,30414.55,30466.92,0.0006564539930753455,6.564518384255498e-06,0.12427547003832633,235.11705865,"7,163,292.62",30328.352276915142,30469.067,30514.192521782454,30457.81126563037,Bear,Bear,30527.7375,30466.6992,30441.753000000004,30454.1102,Bull,Bull,Neutral,30473.08089524199,30472.569251839832,30424.075106332013,30109.835085640498,Bull,Bull,Neutral
263,2023-07-01 01:00:00,30466.9,30481.92,30381.0,30437.6,-0.09623552364335097,-0.000962818597536564,0.12331265144078976,378.39930866,"11,517,566.80",30368.050148056198,30456.081,30501.170153722604,30456.94157761801,Bear,Bear,30513.0125,30473.952400000002,30444.5236,30455.530300000002,Bull,Bull,Neutral,30469.7017623618,30471.197908630427,30424.34292600861,30113.096428071938,Bear,Bull,Neutral
264,2023-07-01 02:00:00,30437.6,30528.07,30382.73,30421.94,-0.051449522958446625,-0.0005146276276691684,0.12279802381312059,185.19537642,"5,634,002.63",30419.437381834625,30440.112,30487.896690613623,30456.412718185336,Bear,Bear,30501.013,30480.927200000002,30446.411999999997,30456.920299999998,Bull,Bull,Neutral,30465.153023089246,30469.26622593904,30424.29534331537,30116.169498439383,Bear,Bull,Neutral
