,Timestamp,Open,High,Low,Close,PCT_RETURN,LOG_RETURNS,CUM_LOG_RETURNS,Base Volume ETH,Quote Volume USD,HULL_55,HULL_180,HULL_55_TREND,HULL_180_TREND,SMA_20,SMA_50,SMA_100,SMA_200,SMA_Short_Term_Trend,SMA_Long_Term_Trend,SMA_Trend_Strength,EMA_20,EMA_50,EMA_100,EMA_200,EMA_Short_Term_Trend,EMA_Long_Term_Trend,EMA_Trend_Strength
219,2023-04-10,1859.85,1920.0,1847.5,1911.23,2.763140915347573,0.02725655133092366,0.20453663950017084,100746.45225435,"192,549,641.94",1886.1239885161137,1814.428114328814,Bull,Bull,1814.7600000000002,1705.3,1614.5522,1458.4229500000001,Bull,Bull,Moderate,1817.3897619318225,1729.5008779880893,1633.9459416332993,1553.1738199620231,Bull,Bull,Strong
220,2023-04-11,1911.22,1938.85,1883.24,1891.82,-1.0155763565871223,-0.010207685167478933,0.1943289543326919,115741.82211523,"218,962,693.91",1893.8489865577544,1820.4886791909175,Bull,Bull,1822.3920000000003,1709.0638000000001,1621.4712,1461.2479500000002,Bull,Bull,Moderate,1824.4783560335538,1735.8663337532623,1639.0523586306597,1556.5434336937442,Bull,Bull,Strong
221,2023-04-12,1891.78,1934.08,1855.79,1918.91,1.4319544142677554,0.014217987815849448,0.20854694214854136,156466.30398029,"300,244,755.37",1901.4403803940766,1826.6163318026156,Bull,Bull,1827.4629999999997,1714.2468000000001,1628.5234000000003,1464.25625,Bull,Bull,Moderate,1833.4718459351202,1743.0445167433304,1644.5940941033198,1560.1490711694285,Bull,Bull,Strong
222,2023-04-13,1918.9,2025.0,1901.12,2013.98,4.9543751400534575,0.04835554726150343,0.2569024894100448,199544.51674204,"401,878,665.83",1911.4890106679031,1833.2195818011146,Bull,Bull,1840.5655,1721.6673999999998,1636.5211,1467.8529999999998,Bull,Bull,Moderate,1850.663098703204,1753.6694376553567,1651.9086664973133,1564.6648018045585,Bull,Bull,Strong
223,2023-04-14,2014.12,2131.2,2011.2,2101.85,4.363002611743894,0.04270504553905687,0.29960753494910164,261883.28915686,"550,439,391.31",1925.8857858173571,1840.6452514959321,Bull,Bull,1858.468,1730.692,1644.9762,1471.6792,Bull,Bull,Strong,1874.5856607314702,1767.3235773551467,1660.818395873604,1570.0099281547618,Bull,Bull,Very Strong
224,2023-04-15,2101.81,2112.88,2073.79,2092.45,-0.4472250636344266,-0.004482281066124206,0.29512525388297745,82555.5452833,"172,743,350.73",1943.3662928777565,1848.7517788251657,Bull,Bull,1874.2975000000001,1740.3896000000002,1653.3919,1475.5018500000003,Bull,Bull,Strong,1895.3346454237112,1780.073633145141,1669.3655563513544,1575.2083368298388,Bull,Bull,Very Strong
225,2023-04-16,2092.44,2142.85,2074.32,2120.07,1.3199837511051804,0.01311347877333294,0.3082387326563104,87897.67238295,"186,349,218.29",1963.669190175565,1857.5654675503597,Bull,Bull,1894.4800000000002,1750.9008,1661.9042,1479.4175499999997,Bull,Bull,Strong,1916.738012526215,1793.4068240021945,1678.2903968196445,1580.629845916109,Bull,Bull,Very Strong
226,2023-04-17,2120.01,2122.02,2058.0,2075.63,-2.09615720235653,-0.02118438494778428,0.2870543477085261,111821.36109573,"232,099,771.73",1984.4440317374424,1866.7692311478886,Bull,Bull,1909.5765,1759.5852,1670.0211,1483.1156,Bull,Bull,Strong,1931.8705827618137,1804.4743995315205,1686.1585077737109,1585.5552205836104,Bull,Bull,Very Strong
227,2023-04-18,2075.63,2125.0,2052.52,2104.61,1.3962025987290572,0.013865454751057308,0.30091980245958344,98463.83447004,"207,227,970.66",2005.858913634646,1876.43068482186,Bull,Bull,1925.1365,1769.0122000000001,1678.1680000000001,1486.9939000000002,Bull,Bull,Strong,1948.3219558321173,1816.244423079304,1694.4446759366076,1590.719944756908,Bull,Bull,Very Strong
228,2023-04-19,2104.54,2105.9,1923.33,1934.8,-8.068478245375632,-0.08412621484331687,0.21679358761626658,180156.78946917,"348,567,356.26",2022.4614374871162,1885.6797235632778,Bull,Bull,1932.1925000000003,1775.6002,1684.3157999999999,1490.1091000000001,Bull,Bull,Strong,1947.0341505147728,1820.8936613899195,1699.2041873041994,1594.1436268986304,Bull,Bull,Very Strong
229,2023-04-20,1934.63,1983.34,1914.16,1943.16,0.43208600372133255,0.004311551924551771,0.22110513954081834,127783.1585988,"248,303,122.46",2034.6434164089878,1894.5448294198063,Bull,Bull,1938.25,1781.1594,1690.3917999999999,1493.4397999999999,Bull,Bull,Strong,1946.6651837990803,1825.6884197667855,1704.0349954763935,1597.6164266309825,Bull,Bull,Very Strong
230,2023-04-21,1942.91,1956.81,1824.67,1848.16,-4.888943782292765,-0.0501249643330096,0.17098017520780873,184098.48749579,"340,243,460.65",2040.2468870421906,1902.5682004410908,Bull,Bull,1939.5715,1785.1652,1694.981,1496.06405,Bull,Bull,Strong,1937.2837377229775,1826.5696582073037,1706.8889559620095,1600.1093975102763,Bull,Bull,Very Strong
231,2023-04-22,1848.21,1887.88,1842.11,1874.48,1.4241191238853812,0.014140738066807086,0.1851209132746158,58568.76361222,"109,785,976.02",2041.159024427953,1909.892696079816,Bull,Bull,1943.527,1791.2640000000001,1699.5653000000002,1498.6261499999998,Bull,Bull,Strong,1931.3024293684084,1828.4484951403508,1710.2075904974154,1602.8394532564428,Bull,Bull,Strong
232,2023-04-23,1874.48,1882.6,1837.3,1861.9,-0.6711194571294432,-0.006733815905170644,0.17838709736944516,59392.15616391,"110,582,255.56",2038.0520521713734,1916.4692108730117,Bear,Bull,1946.0759999999998,1797.1676,1703.6665,1501.17325,Bull,Bull,Strong,1924.692674190465,1829.760318860337,1713.2114005865753,1605.4171701394632,Bull,Bull,Strong
233,2023-04-24,1861.91,1890.0,1805.38,1842.17,-1.0596702293356297,-0.010653247157249243,0.16773385021219592,151059.34701623,"278,276,997.29",2031.4627570518107,1922.236271186291,Bear,Bull,1944.6165,1802.7148000000002,1706.5875999999998,1503.6229,Bull,Bull,Strong,1916.833371886611,1830.246973022677,1715.7650362185243,1607.7729196903142,Bull,Bull,Strong
234,2023-04-25,1842.11,1878.16,1801.46,1866.23,1.306068386739545,0.012976128573388809,0.18070997878558473,121957.82152629,"227,601,345.27",2023.0694201023846,1927.3320480163122,Bear,Bull,1942.4830000000002,1808.7223999999999,1709.721,1506.29835,Bull,Bull,Strong,1912.0140031355054,1831.658072119827,1718.7445404518207,1610.3446319322018,Bull,Bull,Strong
235,2023-04-26,1866.22,1965.04,1785.51,1866.73,0.026791981695728495,0.00026788393285235787,0.18097786271843708,220757.79257172,"412,095,194.13",2013.8928953995735,1931.7870441470777,Bear,Bull,1942.155,1814.8236000000002,1712.6198000000002,1509.05345,Bull,Bull,Strong,1907.7012409321237,1833.0334418406183,1721.6749455913887,1612.8957301219311,Bull,Bull,Moderate
236,2023-04-27,1866.73,1939.56,1862.08,1908.92,2.260101889400179,0.02234940003917174,0.20332726275760882,173658.77646459,"331,500,711.57",2005.3723786676287,1935.8595994130062,Bear,Bull,1944.35,1822.3586000000003,1716.0522,1511.981,Bull,Bull,Moderate,1907.8173132243023,1836.009385297849,1725.3827684509652,1615.841245245096,Bull,Bull,Moderate
237,2023-04-28,1908.92,1924.79,1875.0,1892.54,-0.858076818305642,-0.008617794938521722,0.1947094678190871,102737.14594464,"194,434,158.19",1997.243157690854,1939.5445866476093,Bear,Bull,1946.4739999999997,1831.4612,1719.8692999999998,1514.9934,Bull,Bull,Moderate,1906.362331012464,1838.2262721489137,1728.6928126400549,1618.5944666854434,Bull,Bull,Moderate
238,2023-04-29,1892.43,1919.15,1884.58,1908.96,0.8676170648969084,0.00863874897584157,0.20334821679492868,43424.36883267,"82,895,383.13",1989.8175441747408,1942.9920901967855,Bear,Bull,1948.9300000000003,1840.9974000000002,1723.4491,1518.1385,Bull,Bull,Moderate,1906.6097280588958,1841.0001438293484,1732.2624599145092,1621.4836759721554,Bull,Bull,Moderate
239,2023-04-30,1908.96,1939.76,1866.5,1870.76,-2.0010895985248522,-0.020213825731623197,0.18313439106330548,68260.39204639,"127,698,811.02",1981.9210716518935,1946.1028366896226,Bear,Bull,1946.9064999999998,1848.739,1725.5742,1521.02065,Bull,Bull,Moderate,1903.1954682437631,1842.1671970125112,1735.0049854607566,1623.9640374052685,Bull,Bull,Moderate
240,2023-05-01,1870.67,1887.12,1805.95,1831.41,-2.1034232076802994,-0.021258603433549742,0.16187578762975574,123062.84388793,"225,378,522.92",1972.5114862828973,1948.7655043528978,Bear,Bull,1943.886,1853.521,1727.6203,1523.7429000000002,Bull,Bull,Moderate,1896.3587569824524,1841.7453461492755,1736.9139956496524,1626.0281763365595,Bull,Bull,Moderate
241,2023-05-02,1831.36,1882.55,1823.21,1871.26,2.175919100583701,0.0215258387786177,0.18340162640837343,96998.09681491,"181,508,658.65",1962.8513755668937,1951.2692904507715,Bear,Bull,1941.5035000000003,1857.3075999999999,1730.0541,1526.6173999999999,Bull,Bull,Moderate,1893.9683991745997,1842.9027835551865,1739.574312567481,1628.468293984952,Bull,Bull,Weak
242,2023-05-03,1871.27,1917.16,1843.52,1905.89,1.8506247127603848,0.01833709032089927,0.2017387167292727,104662.74530586,"199,475,679.65",1953.9900350786781,1953.8029258396134,Bear,Bull,1936.0990000000002,1861.3264,1732.8475,1529.7714,Bull,Bull,Weak,1895.1037897293998,1845.372870474591,1742.8676925166396,1631.2287089701765,Bull,Bull,Weak
243,2023-05-04,1905.89,1918.34,1867.71,1878.01,-1.4628336367786265,-0.014736385494171365,0.18700233123510135,69495.9189541,"130,514,030.75",1945.0758059420739,1956.2481264394173,Bear,Bull,1924.907,1865.7506,1736.0667,1532.63125,Bull,Bull,Weak,1893.4758097551712,1846.6527579069602,1745.5437778133398,1633.6842442043042,Bull,Bull,Weak
244,2023-05-05,1878.25,2000.0,1876.36,1995.76,6.2699346648846355,0.060812224593318205,0.24781455582841955,181402.98639087,"362,036,824.12",1939.4347923538105,1959.1503440611093,Bear,Bull,1920.0724999999998,1872.121,1739.8989,1535.9525999999998,Bull,Bull,Weak,1903.2171612070597,1852.5001007341384,1750.4985544903034,1637.2869880430674,Bull,Bull,Weak
245,2023-05-06,1995.77,2020.0,1864.06,1900.12,-4.792159377881111,-0.04910788810608843,0.19870666772233112,112739.21557998,"214,218,038.31",1933.9828124184019,1962.0125130302276,Bear,Bull,1909.075,1874.2502,1742.8890999999996,1538.8993,Bull,Bull,Neutral,1902.922193473054,1854.3675477641723,1753.4613553914855,1639.9022418933853,Bull,Bull,Weak
246,2023-05-07,1900.12,1936.45,1870.61,1873.27,-1.4130686482958899,-0.014231475235944702,0.1844751924863864,74231.15468325,"139,054,995.13",1928.023190252869,1964.6947101010553,Bear,Bull,1898.9569999999999,1876.442,1745.64,1541.84185,Bull,Bull,Neutral,1900.098175047049,1855.1088204008715,1755.833803799575,1642.2243091382272,Bull,Bull,Weak
247,2023-05-08,1873.28,1886.87,1810.0,1849.11,-1.2897233180481193,-0.012981124584288942,0.17149406790209748,168218.43505268,"311,054,390.44",1920.9594467979114,1967.0751224497953,Bear,Bull,1886.182,1877.6961999999999,1748.4080999999999,1544.6744,Bull,Bull,Neutral,1895.2421583759015,1854.8735725420138,1757.6808571896825,1644.282873226404,Bull,Bull,Weak
248,2023-05-09,1849.11,1862.57,1832.0,1847.7,-0.07625290004379393,-0.0007628198735517167,0.17073124802854575,93273.22792235,"172,340,943.23",1912.7291300590946,1969.1634859804285,Bear,Bull,1881.8269999999998,1879.8618,1750.4361999999999,1547.41375,Bull,Bull,Neutral,1890.7143337686728,1854.5922559717387,1759.463414473055,1646.3069242390766,Bull,Bull,Weak
249,2023-05-10,1847.5,1888.97,1789.75,1842.47,-0.2830546084321095,-0.002834559655409966,0.1678966883731358,176402.42399244,"325,016,174.13",1903.3730261372227,1970.9485273338294,Bear,Bull,1876.7925,1880.5666,1753.1986000000002,1550.0567,Bear,Bull,Neutral,1886.1196353145135,1854.1168733846118,1761.1071092359648,1648.258795639683,Bull,Bull,Weak
250,2023-05-11,1842.33,1843.62,1772.26,1795.24,-2.5634067311815167,-0.025968344985623577,0.1419283433875122,133802.64396645,"240,207,858.55",1892.08504454408,1972.2312260756664,Bear,Bull,1874.1465,1881.6878,1755.2971,1552.2126,Bear,Bull,Neutral,1877.4644319512265,1851.807976389137,1761.7830080629753,1649.721295185557,Bull,Bull,Neutral
251,2023-05-12,1795.22,1817.25,1737.76,1808.35,0.7302644771729705,0.00727610956786605,0.14920445295537826,138780.08409832,"250,962,965.08",1879.8699884645775,1973.1079926608718,Bear,Bull,1870.8400000000001,1881.505,1756.9601,1554.5357999999999,Bear,Bull,Neutral,1870.8821050987287,1850.1037420209357,1762.7051267151935,1651.2996902583377,Bull,Bull,Neutral
252,2023-05-13,1808.24,1817.32,1786.44,1795.99,-0.6834960046451122,-0.006858425370026366,0.1423460275853519,51855.71796261,"93,132,350.90",1867.3779673950387,1973.5576523815232,Bear,Bull,1867.5445,1882.3862,1758.4881,1556.21405,Bear,Bull,Neutral,1863.7495236607544,1847.981634490703,1763.3642331168728,1652.7393948328818,Bull,Bull,Neutral
253,2023-05-14,1796.01,1824.67,1790.49,1800.03,0.2249455731936134,0.0022469294941219417,0.14459295707947384,46196.57094705,"83,155,213.60",1855.356514687693,1973.6255526635077,Bear,Bull,1865.4375,1883.5107999999998,1759.8515,1557.38235,Bear,Bull,Neutral,1857.6809975978254,1846.1011782361657,1764.0902879066375,1654.2049729937487,Bull,Bull,Neutral
254,2023-05-15,1800.0,1848.05,1785.52,1816.79,0.9310955928512277,0.009267876180986017,0.15386083326045985,117667.19574722,"213,776,584.56",1844.6578968855215,1973.3998810123155,Bear,Bear,1862.9654999999998,1884.3294,1761.3510999999999,1558.8958499999999,Bear,Bull,Neutral,1853.786616874223,1844.95172026612,1765.1338465619515,1655.8227344564975,Bull,Bull,Neutral
255,2023-05-16,1816.8,1833.25,1796.86,1824.64,0.432080757820108,0.0043114996912310246,0.15817233295169086,82503.84666329,"150,539,818.78",1835.7051411221053,1972.9382001076522,Bear,Bear,1860.861,1886.4938,1763.3038000000001,1560.2449,Bear,Bull,Neutral,1851.0107486004874,1844.1551822164681,1766.3121862339922,1657.5025082430002,Bull,Bull,Neutral
256,2023-05-17,1824.57,1837.15,1783.59,1822.49,-0.1178314626446908,-0.0011790093849427126,0.15699332356674814,94085.03920847,"171,469,043.11",1828.3521095822168,1972.2686443217735,Bear,Bear,1856.5394999999996,1887.4696,1765.3836999999999,1561.2569,Bear,Bull,Neutral,1848.2944868290126,1843.305567227587,1767.4246181897547,1659.144174827647,Bull,Bull,Neutral
257,2023-05-18,1822.46,1831.84,1770.88,1800.61,-1.200555284253968,-0.01207820153603444,0.1449151220307137,80676.45327688,"145,266,828.53",1821.9083221243038,1971.3138887496723,Bear,Bear,1851.943,1887.6136,1766.677,1562.3055,Bear,Bull,Neutral,1843.7531071310113,1841.6312312578777,1768.081754463225,1660.5517949786158,Bull,Bull,Neutral
258,2023-05-19,1800.61,1830.0,1797.08,1812.84,0.67921426627644,0.0067691799803585315,0.15168430201107222,64344.11418462,"116,645,583.96",1816.4236509654363,1970.212279275619,Bear,Bear,1847.137,1887.9968,1768.2988999999998,1563.50635,Bear,Bull,Neutral,1840.8090016899628,1840.502163365412,1768.9680563550423,1662.0671005012166,Bull,Bull,Neutral
259,2023-05-20,1812.84,1829.85,1807.26,1819.96,0.3927539109904954,0.003919846463708929,0.15560414847478116,33384.79974843,"60,759,000.15",1811.8842642668174,1969.037575340876,Bear,Bear,1844.5970000000002,1887.9558,1771.0430999999999,1564.7149500000003,Bear,Bull,Weak,1838.823382481395,1839.6965883314742,1769.9777978133584,1663.6381741280702,Bear,Bull,Neutral
260,2023-05-21,1819.9,1829.53,1797.19,1805.28,-0.806611134310653,-0.008098818417206886,0.14750533005757427,33106.35974055,"59,766,249.11",1807.6292257696005,1967.746795834378,Bear,Bear,1843.2904999999998,1887.6268,1773.9655000000002,1566.15115,Bear,Bull,Weak,1835.6287746260239,1838.3469182008282,1770.6768513220047,1665.047545529781,Bear,Bull,Neutral
261,2023-05-22,1805.35,1829.51,1791.99,1817.76,0.6913055038553662,0.006889269431458521,0.15439459948903278,65551.70673749,"119,157,270.44",1803.8498323197966,1966.4226964119205,Bear,Bear,1840.6154999999999,1888.0746,1776.7544999999998,1567.5859,Bear,Bull,Weak,1833.9269865664025,1837.5395880753056,1771.6091908997869,1666.5670724399326,Bear,Bull,Neutral
262,2023-05-23,1817.76,1873.7,1815.59,1854.41,2.0162177625209,0.0199616123291631,0.17435621181819588,86046.40887122,"159,565,321.07",1801.4536663230945,1965.2520573715642,Bear,Bear,1838.0414999999998,1888.9444,1780.1461,1568.6349,Bear,Bull,Weak,1835.8777497505548,1838.2011728566663,1773.2488108819693,1668.4361562962517,Bear,Bull,Neutral
263,2023-05-24,1854.42,1854.75,1774.56,1799.75,-2.947568229248121,-0.02991881980134529,0.1444373920168506,91641.79624798,"164,932,322.80",1798.7916636260563,1963.9734329487528,Bear,Bear,1834.1285,1887.5122000000001,1783.0806999999998,1569.49865,Bear,Bull,Weak,1832.4370116790735,1836.6932837250322,1773.7735869041085,1669.7427617062394,Bear,Bull,Neutral
264,2023-05-25,1799.79,1818.94,1759.45,1805.83,0.33782469787471125,0.0033725535214224056,0.147809945538273,83744.8701424,"151,228,998.85",1796.1809022795987,1962.6169804556782,Bear,Bear,1824.632,1885.4507999999998,1785.5723,1570.6861,Bear,Bull,Weak,1829.9030105667807,1835.4829588730702,1774.4083673614527,1671.0968635798092,Bear,Bull,Neutral
265,2023-05-26,1805.76,1838.96,1796.75,1828.43,1.2515020793762544,0.01243735524037865,0.16024730077865165,69736.78276535,"127,508,825.71",1794.2427978080123,1961.2888744891402,Bear,Bear,1821.0475,1884.5536000000002,1787.1078,1571.98655,Bear,Bull,Weak,1829.762723846135,1835.206372250597,1775.4781026612259,1672.6623674247865,Bear,Bull,Neutral
266,2023-05-27,1828.32,1837.0,1812.92,1830.67,0.12250947534222512,0.0012243449371796369,0.16147164571583128,28429.50747639,"52,045,046.45",1793.0033714783892,1959.9843579796038,Bear,Bear,1818.9175,1883.8666,1789.0362000000002,1574.4686500000003,Bear,Bull,Weak,1829.849131098884,1835.0284752995933,1776.5710115194195,1674.2345826742912,Bear,Bull,Neutral
267,2023-05-28,1830.6,1921.0,1823.86,1909.25,4.292417530193848,0.042028474720100475,0.20350012043593174,81609.20883023,"155,812,381.96",1794.5011664433448,1959.061250129636,Bull,Bear,1821.9244999999999,1885.0504,1791.185,1578.5154,Bear,Bull,Weak,1837.411118613276,1837.9391233270603,1779.1983182220051,1676.5730445382287,Bear,Bull,Neutral
268,2023-05-29,1909.1,1928.51,1874.14,1893.2,-0.8406442320282759,-0.00844197573640051,0.19505814469953123,91048.58194716,"172,373,175.34",1797.7379252130143,1958.4037416977885,Bull,Bear,1824.1995000000002,1885.7176000000002,1793.1988000000001,1581.5046,Bear,Bull,Weak,1842.7243454120116,1840.1062165299209,1781.4557772671137,1678.7285366323756,Bull,Bull,Neutral
269,2023-05-30,1893.18,1917.61,1881.93,1901.11,0.41781111345868815,0.0041694070642200615,0.1992275517637513,96724.31896018,"183,883,570.02",1802.5493317958496,1958.015666453542,Bull,Bear,1827.1315000000002,1885.5152000000003,1795.4076,1584.5837000000001,Bear,Bull,Weak,1848.2848839442008,1842.4985217640417,1783.8251678162796,1680.9412875116554,Bull,Bull,Neutral
270,2023-05-31,1901.1,1908.04,1847.61,1874.04,-1.4239049818264071,-0.014341397808558287,0.184886153955193,93058.72475908,"174,395,772.55",1807.9884345495773,1957.7373919396127,Bull,Bear,1831.0715,1885.1596,1797.1117,1587.6782,Bear,Bull,Weak,1850.7377521399912,1843.7354424791774,1785.6116001367493,1682.8626677354202,Bull,Bull,Neutral
